Case#,Date/Time Reported,Incident Type,Location,Date/Time Occurred,Disposition
019045 2023-00,10/29/23,Alcohol Underage Possession of Alcohol/Littering X 2,(Pritchard Hall) Houston St / Harrell St,10/29/2023 7,Student Conduct Inactive: Referred to
019048 2023-00,10/29/23,Underage Possession of Alcohol,180 Kent St (Vawter Hall),10/29/2023 20,Student Conduct Inactive: Referred to
019053 2023-00,10/29/23,Public Intoxication/Underage Possession of,2963 Oak Ln (SPH-P),10/29/2023 55,Student Conduct CBA
019058 2023-00,10/29/23,Alcohol/Simple Assault/Resisting Arrest Underage Possession of Alcohol,590 Washington St SW (New,10/29/23 1:18,Inactive: Referred to
19060,,,Residence Hall East),,Student Conduct
,,,,,
2023-00 019061,10/29/23,Vandalism/destruction of Property,630 Washington St SW (Pritchard Hall),10/29/23 1:00,Inactive
2023-00 019064,10/29/23,Public Intoxication/Underage Possession of Alcohol,770 Washington St SW (Cochrane Hall),10/29/23 1:50,Inactive: Referred to Student Conduct
2023-00 019065,10/29/23,Simple Assault,630 Washington St SW (Pritchard Hall),10/29/23 1:15,CBA
2023-00 019066,10/29/23,Underage Possession of Alcohol/Public Intoxication,155 Otey St (near Graduate Life Center),10/29/23 2:17,CBA
2023-00 019067,10/29/23,"Larceny, theft from Building",720 Washington St SW (West AJ),10/29/23 1:00,Inactive
2023-00 019069,10/29/23,Vandalism/destruction of Property,200 Kent St (near Newman Hall),10/29/23 2:00,Inactive
2023-00 019070,10/29/23,Sex Offense/Rape,630 Washington St SW (Pritchard Hall),9/22/23 20:00,Active: Reffered to Title IX
2023-00 019071,10/29/23,Public Intoxication/Underage Possession of Alcohol,185 Kent St (CID Building),10/29/23 2:56,CBA
2023-00 019077,10/29/23,False Alarm for Fire/Vandalism/destruction of Property/Larceny/theft from Building),630 Washington St SW (Pritchard Hall),10/29/23 6:37,Inactive
2023-00 019103,10/29/23,Underage Possession of tobacco/Fake ID,630 Washington St SW (Pritchard Hall),10/29/23 22:01,Active
2024489 6,10/14/23,Underage Possession of Alcohol,630 Washington St SW (Pritchard Hall),10/13/23,Inactive: Referred by Student Conduct
2024468 7,10/14/23,Underage Possession of Alcohol,720 Washington St SW (West Upper AJ),10/14/23,Inactive: Referred by Student Conduct
,,,MONTHLY CRIME LOG: NOVEMBER 2023,Occurrence,
2023-00,10/31/23,Public Intoxication/Fake ID,Washington St SW/Kent St,(s) 10/31/2023 20:54,CBA
019248 2023-00,10/31/23,Underage Possession of Alcohol,630 Washington St SW,10/31/23 21:36,Inactive: Referred to
019254 2023-00,10/31/23,Public Intoxication/Fake ID/Underage,(Pritchard Hall) 630 Washington St SW,10/31/23 21:51,Student Conduct CBA
019255 2023-00,10/31/23,Possession of Alcohol Public Intoxication/Underage Possession of,(Pritchard Hall) 630 Washington St SW,10/31/23 23:15,CBA
019262 2024477,10/13/23,Alcohol Underage Possession of Alcohol X 4,(Pritchard Hall) 630 Washington St SW,10/13/23,Inactive: Referred by
9 2023-00,11/1/23,"Falsely Summons or False Report to Police,",(Pritchard Hall) 201 Ag Quad Ln(Slusher,1/1/23 5:00,Student Conduct Inactive
019282 2023-00,11/1/23,"Tampering w/Firefighting Equipment Larceny, all Other",Tower) 320 Drillfield Dr,10/27/2023- 08:00,Inactive
019287 2023-00,11/1/23,Sex Offense/Rape/Forcible Sodomy,260 Alumni Mall (Pearson Hall,11/1/23 09/17/2023- 23:45,Inactive
019291 2023-00,11/1/23,Fake ID/Underage Possession of Tobacco,East) 693 Duck Pond Dr,9/18/23 11/1/23 21:02,CBA
019323 2023-00,11/2/23,"Larceny, theft from Building",155 Otey St (Graduate Life,09/24/2023- 08:00,Inactive
019383 2023-00,10/29/23,Sex Offense/Forcible Rape,Center) 630 Washington St SW,10/17/23 9/22/23 20:00,Inactive: Referred to
019070 2023-00,11/2/23,"Larceny, all Other",(Pritchard Hall) 460 Old Turner St (Randolph,10/19/2023- 00:55,Title IX Inactive
19393,,,Hall),11/2/23,
,,,,,
2023-00 019434,11/3/23,Public Intoxication,204 Draper Rd NW (outside The  Burg),11/3/2023 55,Assisted BPD w/CBA
2023-00 019440,11/3/23,"Larceny, theft from Building",570 Washington St SW (Hoge),11/02/2023- 11/3/23 22:30,Inactive
2023-00 019442,11/3/23,Public Intoxication/Underage Possession of Alcohol,720 Washington St SW (West AJ Hall),11/3/23 2:46,Inactive: Referred to Student Conduct
2023-00 019444,11/3/23,"Larceny, theft from Building",570 Washington St SW (Hoge),11/02/2023- 11/3/23 22:30,Inactive
2023-00 019445,11/3/23,"Larceny, theft from Building",570 Washington St SW (Hoge),11/02/2023- 11/3/23 22:30,Inactive
2023-00 019446,11/3/23,"Larceny, theft from Building",570 Washington St SW (Hoge),11/02/2023- 11/3/23 22:30,Inactive
2023883 6,3/25/23,"Larceny, theft from Building",285 Ag Quad Ln (Dietrick Hall (DXpress),3/25/23,Inactive: Referred by Student Conduct
2024233 4,9/2/23,Underage Possession of Alcohol,201 Ag Quad Ln(Slusher Wing),9/2/23,Inactive: Referred by Student Conduct
2024427 2,9/9/23,Underage Possession of Alcohol,720 Washington St SW (AJ West Upper),9/9/23,Inactive: Referred by Student Conduct
2024472 0,10/15/23,Underage Possession of Alcohol  X 4,570 Washington St SW (Hoge),10/15/23,Inactive: Referred by Student Conduct
2024501 4,10/19/23,"Larceny, theft from Building",150 Kent St (Owens Food Court),10/19/23,Inactive: Referred by Student Conduct
2023-00 019475,11/3/23,Sex Offense/Rape/Assault by Strangulation,440 Drillfield Dr (Eggleston Main),9/30/23 20:00,Inactive: Referred to Title IX
2023-00 019490,11/3/23,"Larceny, all Other",300 Drillfield Dr,11/02/2023- 11/3/23 22:55,Inactive
2023-00 019491,11/3/23,Public Intoxication,3025 Oak Ln (outside),11/3/23 19:20,Inactive: Referred to Student Conduct
2023-00 019511,11/3/23,Underage Possession of Alcohol,201 Ag Quad Ln(Slusher Hall),11/3/23 22:31,Inactive: Referred to Student Conduct
,,,,,
2023-00,11/4/23,Public Intoxication/Underage Possession of,570 Washington St SW,11/4/2023 6,Inactive: Referred to
019527 2023-00,11/4/23,Alcohol Public Intoxication/Underage Possession of,(Hoge) 500 Washington St SW,11/4/2023 54,Student Conduct Inactive: Referred to
019532 2023-00,11/4/23,Alcohol Vandalism/destruction of Property,(Johnson Hall) 130 Otey St (Media Parking,11/4/23 1:57,Student Conduct Inactive
019547 2023-00,11/4/23,Underage Possession of Alcohol X 2,Lot) 630 Washington St SW,11/4/23 19:35,Inactive: Referred to
019577 2023-00,11/4/23,Underage Possession of Alcohol X 4,(Pritchard Hall) 201 Ag Quad Ln(Slusher,11/4/23 22:29,Student Conduct Inactive: Referred to
019589 2023-00,11/4/23,"Larceny, theft from Building",Tower) 180 Kent St (Vawter Hall),11/4/23 20:00,Student Conduct Inactive
019592 2023-00,11/4/23,Underage Possession of Alcohol,201 Ag Quad Ln(Slusher,11/4/23 22:48,Inactive: Referred to
019593 2023-00,11/4/23,Public Intoxication/Underage Possession of,Wing) 285 Ag Quad Ln (Dietrick Hall,11/4/23 23:47,Student Conduct Inactive: Referred to
019602 2023-00,11/5/23,Alcohol Public Intoxication/Underage Possession of,(DXpress) 200 College Ave,11/5/2023 5,Student Conduct Inactive: Referred to
019603 2023-00,11/5/23,Alcohol Underage Possession of Alcohol,530 Washington St SW,11/5/2023 15,Student Conduct Inactive: Referred to
019604 2023-00,11/5/23,Underage Possession of Alcohol X 3,(O'Shaughnessy Hall) 770 Washington St SW,11/5/23 1:12,Student Conduct Inactive: Referred to
019611 2023-00,11/5/23,"Larceny, theft from Building",(Cochrane Hall) 185 Kent St (CID outside),11/5/23 0:45,Student Conduct Inactive
019613 2023-00,11/5/23,"Falsely Summons or False Report to Police,",610 Washington St SW,11/5/23 1:20,Inactive
019621 2024068,5/10/23,"Tampering w/Firefighting Equipment Larceny, theft from Building",(Peddrew-Yates Hall) 190 West Campus Dr (New,5/10/23,Inactive: Referred by
6 2023-00,11/7/23,Fake ID/Underage Possession of Alcohol,Hall West) 330 Sterrett Dr (VTPD),11/7/23 10:12,Student Conduct Inactive: Referred to
19755,,,,,Student Conduct
,,,,,
2023-00 019884,11/9/23,Vandalism/destruction of Property,201 Draper Rd NW (the Armory),11/8/23 13:12,Active
2023-00 019924,11/9/23,Fraud/Obtaining Money by False Pretenses,185 Kent St (CID Bldg),11/9/23 18:00,Active
2023-00 019948,11/9/23,Underage Possession of Alcohol,630 Washington St SW (Pritchard Hall),11/9/23 22:54,Inactive: Referred to Student Conduct
2023-00 019951,11/9/23,Underage Possession of Alcohol X 4,201 Ag Quad Ln(Slusher Tower),11/9/23 23:24,Inactive: Referred to Student Conduct
2024452 2,10/11/23,"Larceny, theft from Building",185 Kent St (CID ),10/10/23,Inactive: Referred by Student Conduct
2024522 5,10/24/23,Underage Possession of Alcohol X 2,280 Stanger St (Upper Quad Hall North),10/21/23,Inactive: Referred by Student Conduct
2024559 8,10/28/23,Underage Possession of Alcohol,155 Otey St (Donaldson Brown Center),10/28/23,Inactive: Referred by Student Conduct
2024546 0,10/30/23,Underage Possession of Alcohol,180 Kent St (Vawter Hall),10/28/23,Inactive: Referred by Student Conduct
2023-00 020056,11/10/23,"Vandalism/destruction of Property/Larceny, theft from Building",201 Ag Quad Ln (Slusher Tower),11/10/23 19:45,Inactive
2023-00 020084,11/10/23,Underage Possession of Alcohol/Public Intoxication,155 Otey St NW (Graduate Life Center,11/10/23 22:57,Inactive: Referred by Student Conduct
2023-00 020090,11/10/23,Underage Possession of Alcohol/Fake ID/ Public Intoxication/Underage Possession of,140 Otey St (near Architecture Annex),11/10/23 23:37,CBA
2023-00,11/10/23,Tobacco Public Intoxication,204 Draper Rd NW (outside,11/10/23 23:41,Assisted BPD w/CBA
020091 2023-00,11/10/23,Underage Possession of Alcohol/Public,The  Burg) 500 Washington St SW,11/10/23 23:48,Inactive: Referred to
020093 2023-00,11/10/23,Intoxication Underage Possession of Alcohol/Public,(Johnson Hall) 2875 Oak Ln (SPH- R),11/10/23 23:51,Student Conduct Inactive: Referred to
020094 2023-00,11/11/23,Intoxication Underage Possession of Alcohol,180 Kent St (Vawter Hall),11/11/23,Student Conduct Inactive: Referred to
20095,,,,,Student Conduct
,,,,,
2023-00 020097,11/11/23,Fake ID/Undderage Possession of Alcohol,2475 Oak Ln,11/11/2023 31,CBA
2023-00 020098,11/11/23,Vandalism/destruction of Property,410 Drillfield Dr (Egglston Hall West),11/11/23 0:10,Inactive
2023-00 020101,11/11/23,Public Intoxication X 2 /Simple Assault X 2,217 College Ave (near TOTS),11/11/23 1:03,CBA
2023-00 020102,11/11/23,Public Intoxication / Obstructing Justice-Resist W Force,217 College Ave (near TOTS),11/11/23 2:10,CBA
2023-00 020104,11/11/23,"Larceny, theft from Building",720 Washington St SW (West AJ Hall),11/11/23 2:17,Inactive
2023-00 020106,11/11/23,Underage Possession of Alcohol/Public Intoxication,201 Ag Quad Ln (Slusher Tower),11/11/23 2:36,Inactive: Referred to Student Conduct
2023-00 020108,11/11/23,"Larceny, theft from Building",201 Ag Quad Ln (Slusher Tower),11/11/23 2:00,Inactive
2023-00 020147,11/11/23,Sex Offense/Rape,201 Ag Quad Ln (Slusher Tower),11/11/23 2:00,Active
2023-00 020154,11/11/23,Vandalism/destruction of Property X 3,630 Washington St SW (Pritchard Hall),11/11/23 16:00,Inactive: Referred to Student Conduct
2023-00 020156,11/11/23,Underage Possession of Alcohol/Public Intoxication,185 Kent St (CID),11/11/23 22:15,Inactive: Referred to Student Conduct
2023-00 020157,11/11/23,"Larceny, all Other",675 Washington St SW (Coliseum Lot),11/11/23 16:30,Inactive
2023-00 020161,11/11/23,Underage Possession of Alcohol/Public Intoxication,135 College Ave (Lyric Theater),11/11/23 23:25,Inactive: Referred to Student Conduct
2023-00 020164,11/11/23,"Larceny, theft from Building",720 Washington St SW (West AJ Hall),11/11/23 22:00,Inactive
2023-00 020167,11/12/23,Public Intoxication,217 College Ave (TOTS),11/12/2023 15,Assisted BPD w/CBA
2023-00 020175,11/12/23,Underage Possession of Alcohol X 2,440 Drillfield Dr (Eggleston Main),11/12/2023 57,Inactive: Referred to Student Conduct
,,,,,
2023-00,11/12/23,Public Intoxication,101 Draper Rd (Meda Bldg),11/12/23 1:17,CBA
020178 2023-00,11/12/23,Underage Possession of Alcohol/Fake ID/,201 Draper Rd NW (the,11/12/23 1:35,CBA
020181 2023-00,11/12/23,Public Intoxication Underage Possession of Alcohol/Public,Armory) 185 Kent St (CID),11/12/23 1:38,Inactive: Referred to
020182 2023-00,11/12/23,Intoxication Underage Possession of Alcohol/Public,630 Washington St SW,11/12/23 2:35,Student Conduct Inactive: Referred to
020186 2023-00,11/12/23,Intoxication Underage Possession of Alcohol,(Pritchard Hall) 720 Washington St SW (West,11/12/23 3:34,Student Conduct Inactive: Referred to
020189 2023-00,11/12/23,"Larceny, all Other",AJ Hall) 675 Washington St SW,10/05/2023- 00:00,Student Conduct Inactive
020195 2023-00,11/12/23,"Larceny, all Other",(Coliseum Lot) 201 Ag Quad Ln(Slusher,10/12/23 11/10/2023- 21:45,Inactive
020201 2023-00,11/12/23,Fraud/Obtaining Money by False Pretenses,Wing) 150 Kent St (Owens Food,11/12/23 11/12/23 17:44,Inactive
020209 2023-00,11/13/23,Vandalism/destruction of Property,Court) 1185 Perry St (Whitemore,11/10/2023- 14:20,Inactive
020217 2023-00,11/13/23,Vandalism/destruction of Property,Hall) 926 West Campus Dr (Derring,11/13/23 11/10/2023- 14:30,Inactive
020220 2023-00,11/13/23,"Larceny, all Other",Hall) 1278 Washington St SW (I Lot,11/13/23 11/10/2023- 00:00,Inactive
020223 2023-00,11/13/23,Vandalism/destruction of Property,Cage Lot 16) 260 Alumni Mall (Pearson Hall,11/10/23 11/10/2023- 14:30,Inactive
020251 2023-00,11/13/23,"Larceny, theft from Building",East) 201 Ag Quad Ln (Slusher,11/13/23 11/12/2023- 23:00,Inactive
020256 2023-00,11/13/23,Hit and Run Pedestrian,Tower) 150 Kent St  (Owens Lot),11/13/23 11/13/23 20:54,Inactive
020277 2023-00,11/13/23,Use of Computer for Harassment,190 West Campus Dr (New,11/11/2023- 00:00,Inactive: Referred to
20309,,,Hall West),11/12/23,Title IX
,,,,,
2023-00 020338,11/14/23,Burglary,560 Drillfield Dr(Newman Library),11/13/2023- 11/14/23 19:00,Inactive
2024511 6,10/21/23,Underage Possession of Alcohol,240 West Campus Dr (Harper Hall),10/21/23,Inactive: Referred by Student Conduct
2024545 1,10/29/23,Underage Possession of Alcohol,440 Drillfield Dr (Eggleston Main),10/29/23,Inactive: Referred by Student Conduct
2023-00 020456,11/15/23,"Larceny, theft from Building",155 Otey St (Graduate Life Center),11/14/23 14:00,Inactive
2023-00 020494,11/15/23,Underage Possession of Alcohol,727 Prices Fork Rd(Data & Decision Sciences Bldg,11/15/23 23:55,Inactive: Referred to Student Conduct
2024050 5,5/4/23,Underage Possession of Alcohol,770 Washington St SW (Cochrane Hall),5/4/23,Inactive: Referred by Student Conduct
2024511 6,10/21/23,Underage Possession of Alcohol,240 West Campus Dr (Harper Hall),10/21/23,Inactive: Referred by Student Conduct
2023-00 020552,11/16/23,Vandalism/destruction of Property,290 College Ave (Squires Student Center),11/16/23 15:50,Active
2023-00 020559,11/16/23,"Larceny, theft from Building",675 Washington St SW (Cassell Coliseum),11/16/23 18:00,Inactive
2023-00 020574,11/16/23,Underage Possession of Alcohol/Fake ID/ Public Intoxication,110 Draper Rd NW (outside Benny Marzano's),11/16/23 22:09,CBA
2023-00 020584,11/17/23,Public Intoxication,201 Draper Rd NW (the Armory),11/17/2023 29,CBA
2024050 5,5/4/23,Underage Possession of Alcohol,770 Washington St SW (Cochrane Hall),5/4/23,Inactive: Referred by Student Conduct
2024544 4,10/26/23,"Larcceny,theft from Building",150 Kent St (Owens Hall),10/26/23,Inactive: Referred by Student Conduct
2024545 3,10/28/23,Underage Possession of Alcohol,200 Kent St (Newman Hall),10/28/23,Inactive: Referred by Student Conduct
2023-00 020626,11/17/23,"Larceny, theft from Building",200 Kent St (Newman Hall),11/17/23 16:21,Inactive: Referred to Student Conduct
,,,,,
2023-00,11/17/23,Underage Possession of Alcohol X 2,630 Washington St SW,11/17/23 21:53,Inactive: Referred to
020649 2023-00,11/17/23,Underage Possession of Alcohol X 4,(Pritchard Hall) 630 Washington St SW,11/17/23 21:15,Student Conduct Inactive: Referred to
020652 2023-00,11/17/23,Public Intoxication,(Pritchard Hall) 217 College Ave,11/17/2023- 22:52,Student Conduct CBA
020657 2023-00,11/18/23,Public Intoxication,217 College Ave (outside,11/18/23 11/18/23 01:18,CBA
020669 2023-00,11/18/23,Public Intoxication,TOTS) 175 West Campus Dr,11/18/23 15:26,CBA
020729 2023-00,11/18/23,"Underage Possession of Alcohol, Disorderly",(outside Litton Reeves Hall) 675 Washington St SW,11/18/23 16:15,CBA
020737 2023-00,11/18/23,"Conduct/Fake ID Underage Possession of Alcohol, Disorderly",(Cassell Lot) 185 Beamer Way (Lane,11/18/23 16:19,Inactive: Referred to
020740 2023-00,11/18/23,Conduct/Fake ID Underage Possession of Alcohol/Public,Stadium) 240 Beamer Way,11/18/23 16:30,Student Conduct CBA
020741 2023-00,11/18/23,Intoxication Trespassing,185 Beamer Way (Lane,11/18/23 16:34,CBA
020742 2023-00,11/18/23,Vandalism/destruction of Property,Stadium) Stadium Woods,11/18/23 16:32,Inactive
020744 2023-00,11/18/23,Public Intoxication,240 Beamer Way,11/18/23 17:14,CBA
020748 2023-00,11/18/23,Public Intoxication,185 Beamer Way (Lane,11/18/23 17:25,CBA
020750 2023-00,11/18/23,Public Intoxication,Stadium) 185 Beamer Way (Lane,11/18/23 17:35,CBA
020751 2023-00,11/18/23,Public Intoxication,Stadium) 185 Beamer Way (Lane,11/18/23 18:00,CBA
020753 2023-00,11/18/23,Public Intoxication,Stadium) 185 Beamer Way (Lane,11/18/23 17:26,Inactive
20754,,,Stadium),,
,,,,,
2023-00 020755,11/18/23,Public Intoxication,185 Beamer Way (Lane Stadium),11/18/23 18:01,Inactive
2023-00 020771,11/18/23,Simple Assault /Felonious Assault by Strangulation,190 Alumnie Mall (Moss Arts Center),11/18/23 20:10,Active
2023-00 020775,11/18/23,Public Intoxication,620 Drillfield Dr (outside Torgersen Hall),11/18/23 21:42,CBA
2023-00 020780,11/18/23,Public Intoxication,130 Otey St (Media Parking Lot),11/18/223 23:36,CBA
2023-00 020781,11/18/23,Public Intoxication/Underage Possession of Alcohol,185 Kent St (CID Bldg),11/18/23 23:45,CBA
2023-00 020782,11/19/23,Public Intoxication,201 N Main St,11/19/2023 36,Assisted BPD w/CBA
2023-00 020792,11/19/23,Public Intoxication,Alumni Mall / Main St,11/19/23 2:37,Assisted BPD w/CBA
2023-00 020792,11/19/23,Simple Assault,Alumni Mall / Main St,11/19/23 2:37,Assisted BPD w/CBA
2023-00 020848,11/18/23,Motor Vehicle Theft/Public Intoxication,240 Beamer Way,11/18/23 17:10,CBA
2023-00 020866,11/20/23,"Larceny, theft from Building  X 4",185 Kent St (CID Bldg),08/01/2023- 11/5/23 00:00,Inactive: Referred to Student Conduct
2023-00 020867,11/20/23,"Larceny, theft from Building",720 Washington St SW (West AJ Hall),11/20/23 16:20,Inactive
2023-00 020900,11/21/23,Motor Vehicle Theft/Vandalism/destruction of Property,185 Beamer Way (Lane Stadium),11/18/23 17:00,Inactive
2023-00 020905,11/21/23,Domestic Violence X 2 of Family Member/ Strangulation X 1/Assault& Battery of Police,200 Clay St SE (Blacksburg Police Dept),11/21/23 19:46,Assisted BPD w/ multiple Arrests
